2017-05-27 10:08:05.523 [Thread-0] INFO  appium - start appium
2017-05-27 10:43:56.454 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:43:56.454 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:43:56.455 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] ll_titlebar_msg_more\" instance=\"3\"><android.view.View index=\"0\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[1044,99][1062,117]\" resource-id=\"com.ymatou.shop:id\/cv_titlebar_msg_point_tip\" instance=\"0\"\/><android.widget.ImageView index=\"1\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[993,120][1041,168]\" resource-id=\"com.ymatou.shop:id\/iv_titlebar_msg_more\" instance=\"3\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><\/android.widget.LinearLayout><\/android.widget.RelativeLayout><android.widget.RelativeLayout index=\"1\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,228][1080,1751]\" resource-id=\"\" instance=\"4\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,228][1080,1751]\" resource-id=\"\" instance=\"7\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,228][1080,328]\" resource-id=\"com.ymatou.shop:id\/htv_home_next_tab\" instance=\"5\"><android.widget.HorizontalScrollView index=\"0\" text=\"\" class=\"android.widget.HorizontalScrollView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"true\" focused=\"false\" scrollable=\"true\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[36,252][1044,313]\" resource-id=\"com.ymatou.shop:id\/stl_home_tab\" instance=\"0\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[36,252][1044,313]\" resource-id=\"\" instance=\"8\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[36,252][180,313]\" resource-id=\"\" instance=\"9\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[72,252][144,313]\" resource-id=\"\" instance=\"6\"><android.widget.TextView index=\"0\" text=\"首页\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\"
2017-05-27 10:43:56.455 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:43:56.456 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:43:56.457 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT]  focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[72,258][144,307]\" resource-id=\"com.ymatou.shop:id\/tv_home_tab_single_text\" instance=\"1\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"1\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[180,252][324,313]\" resource-id=\"\" instance=\"10\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[216,252][288,313]\" resource-id=\"\" instance=\"7\"><android.widget.TextView index=\"0\" text=\"特卖\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[216,258][288,307]\" resource-id=\"com.ymatou.shop:id\/tv_home_tab_single_text\" instance=\"2\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"2\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"true\" bounds=\"[324,252][540,313]\" resource-id=\"\" instance=\"11\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"true\" bounds=\"[360,252][504,313]\" resource-id=\"\" instance=\"8\"><android.widget.TextView index=\"0\" text=\"箱包手袋\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"true\" bounds=\"[360,258][504,307]\" resource-id=\"com.ymatou.shop:id\/tv_home_tab_single_text\" instance=\"3\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"3\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[540,252][756,313]\" resource-id=\"\" instance=\"12\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[576,252][720,313]\" resource-id=\"\" instance=\"9\"><android.widget.TextView index=\"0\" text=\"美颜护肤\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[576,258][720,307]\" resource-id=\"com.ymatou.shop:id\/tv_home_tab_single_text\" instance=\"4\"\
2017-05-27 10:43:56.460 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:43:56.461 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:43:56.461 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] /><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"4\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[756,252][972,313]\" resource-id=\"\" instance=\"13\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[792,252][936,313]\" resource-id=\"\" instance=\"10\"><android.widget.TextView index=\"0\" text=\"服装配饰\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[792,258][936,307]\" resource-id=\"com.ymatou.shop:id\/tv_home_tab_single_text\" instance=\"5\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"5\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[972,252][1044,313]\" resource-id=\"\" instance=\"14\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[1008,252][1044,313]\" resource-id=\"\" instance=\"11\"><android.widget.TextView index=\"0\" text=\"生活家\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[1008,258][1044,307]\" resource-id=\"com.ymatou.shop:id\/tv_home_tab_single_text\" instance=\"6\"\/><\/android.widget.RelativeLayout><\/android.widget.LinearLayout><\/android.widget.LinearLayout><\/android.widget.HorizontalScrollView><\/android.widget.RelativeLayout><android.support.v4.view.ViewPager index=\"1\" text=\"\" class=\"android.support.v4.view.ViewPager\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"true\" focused=\"false\" scrollable=\"true\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1751]\" resource-id=\"com.ymatou.shop:id\/vp_home_next_pager\" instance=\"0\"><android.widget.RelativeLayout index=\"1\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1751]\" resource-id=\"\" instance=\"12\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1751]\" resource-id=\"com.ymatou.shop:id\/ymtll_fragment_oversea\" instance=\"4\"><android.widget.LinearLayout index=\"0\" text=\"\
2017-05-27 10:43:56.462 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:43:56.465 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:43:56.466 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:43:56.466 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
2017-05-27 10:43:56.466 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] [UIAUTO STDOUT] " class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1751]\" resource-id=\"com.ymatou.shop:id\/ptrlv_fragment_oversea_list\" instance=\"15\"><android.widget.FrameLayout index=\"0\" text=\"\" class=\"android.widget.FrameLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1751]\" resource-id=\"\" instance=\"5\"><android.support.v7.widget.RecyclerView index=\"0\" text=\"\" class=\"android.support.v7.widget.RecyclerView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"true\" focused=\"false\" scrollable=\"true\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1751]\" resource-id=\"android:id\/button1\" instance=\"0\"><android.widget.RelativeLayout index=\"0\" text=\"\" class=\"android.widget.RelativeLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1048]\" resource-id=\"\" instance=\"13\"><android.support.v4.view.ViewPager index=\"0\" text=\"\" class=\"android.support.v4.view.ViewPager\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"true\" focused=\"false\" scrollable=\"true\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1048]\" resource-id=\"com.ymatou.shop:id\/asvp_home_main_banner\" instance=\"1\"><android.widget.ImageView NAF=\"true\" index=\"2\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,328][1080,1048]\" resource-id=\"\" instance=\"4\"\/><\/android.support.v4.view.ViewPager><android.view.View index=\"1\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[428,990][651,1033]\" resource-id=\"com.ymatou.shop:id\/cpi_home_main_banner_indicator\" instance=\"1\"\/><\/android.widget.RelativeLayout><android.widget.LinearLayout index=\"1\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,1048][1080,1078]\" resource-id=\"\" instance=\"16\"><android.view.View index=\"0\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,1048][1080,1078]\" resource-id=\"com.ymatou.shop:id\/v_home_divider_fat\" instance=\"2\"\/><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"2\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,1078][1080,1409]\" resource-id=\"\" instance=\"17\"><android.widget.LinearLayout index=\"0\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[99,1132][270,1379]\" resource-id=\"com.ymatou.shop:id\/oversea_operate_single_one\" instance=\"18\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[99,1132][270,1303]\" resource-id=\"com.ymatou.shop:id\/fciv_oversea_operate_single_pic\" instance=\"5\"\/><android.widget.TextView index=\"1\" text=\"钱包卡包\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[99,1330][270,1379]\" resource-id=\"com.ymatou.shop:id\/tv_oversea_operate_single_text\" instance=\"7\"\/><\/android.widget.LinearLayout><android.view.View index=\"1\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[270,1132][336,1133]\" resource-id=\"\" instance=\"3\"\/><android.widget.LinearLayout index=\"2\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[336,1132][507,1379]\" resource-id=\"com.ymatou.shop:id\/oversea_operate_single_two\" instance=\"19\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[336,1132][507,1303]\" resource-id=\"com.ymatou.shop:id\/fciv_oversea_operate_single_pic\" instance=\"6\"\/><android.widget.TextView index=\"1\" text=\"时尚女包\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[336,1330][507,1379]\" resource-id=\"com.ymatou.shop:id\/tv_oversea_operate_single_text\" instance=\"8\"\/><\/android.widget.LinearLayout><android.view.View index=\"3\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[507,1132][573,1133]\" resource-id=\"\" instance=\"4\"\/><android.widget.LinearLayout index=\"4\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[573,1132][744,1379]\" resource-id=\"com.ymatou.shop:id\/oversea_operate_single_three\" instance=\"20\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[573,1132][744,1303]\" resource-id=\"com.ymatou.shop:id\/fciv_oversea_operate_single_pic\" instance=\"7\"\/><android.widget.TextView index=\"1\" text=\"精品男包\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[573,1330][744,1379]\" resource-id=\"com.ymatou.shop:id\/tv_oversea_operate_single_text\" instance=\"9\"\/><\/android.widget.LinearLayout><android.view.View index=\"5\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[744,1132][810,1133]\" resource-id=\"\" instance=\"5\"\/><android.widget.LinearLayout index=\"6\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[810,1132][981,1379]\" resource-id=\"com.ymatou.shop:id\/oversea_operate_single_four\" instance=\"21\"><android.widget.ImageView index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[810,1132][981,1303]\" resource-id=\"com.ymatou.shop:id\/fciv_oversea_operate_single_pic\" instance=\"8\"\/><android.widget.TextView index=\"1\" text=\"旅行箱包\" class=\"android.widget.TextView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[810,1330][981,1379]\" resource-id=\"com.ymatou.shop:id\/tv_oversea_operate_single_text\" instance=\"10\"\/><\/android.widget.LinearLayout><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"3\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,1409][1080,1439]\" resource-id=\"\" instance=\"22\"><android.view.View index=\"0\" text=\"\" class=\"android.view.View\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,1409][1080,1439]\" resource-id=\"com.ymatou.shop:id\/v_home_divider_fat_white\" instance=\"6\"\/><\/android.widget.LinearLayout><android.widget.LinearLayout index=\"4\" text=\"\" class=\"android.widget.LinearLayout\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"false\" enabled=\"true\" focusable=\"false\" focused=\"false\" scrollable=\"false\" long-clickable=\"false\" password=\"false\" selected=\"false\" bounds=\"[0,1439][1080,1751]\" resource-id=\"\" instance=\"23\"><android.widget.ImageView NAF=\"true\" index=\"0\" text=\"\" class=\"android.widget.ImageView\" package=\"com.ymatou.shop\" content-desc=\"\" checkable=\"false\" checked=\"false\" clickable=\"true\" enabl
2017-05-27 10:43:56.467 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Received command result from bootstrap
2017-05-27 10:43:56.467 [Thread-0] INFO  appium - [debug] [AndroidBootstrap] Stream still not complete, waiting
